datetime,steps,sleep_minutes,bed_time,wake_up_time,resting_heart_rate,heart_rate_variability,active_zone_minutes,deep_sleep_minutes,rem_sleep_minutes,light_sleep_minutes,awake_minutes,deep_sleep_percent,rem_sleep_percent,light_sleep_percent,awake_percent,sleep_score,stress_management_score,readiness_score,cardio_load_total,fatburn_active_zone_minutes,cardio_active_zone_minutes,peak_active_zone_minutes
2024-05-16,9692,442,2024-05-16 22:07:00,2024-05-17 05:29:00,50.0,59.4,39,82,112,270,5,18.7,25.5,61.1,-5.3,74,80.0,57,71.1,21,9,6
2024-05-17,7639,376,2024-05-17 22:47:00,2024-05-18 05:03:00,62.9,35.3,31,40,105,219,10,10.8,28.1,58.4,2.7,70,63.0,85,67.1,14,14,3
2024-05-18,6464,424,2024-05-18 23:01:00,2024-05-19 06:05:00,63.2,,35,53,94,256,19,12.7,22.3,60.5,4.5,77,77.0,78,61.5,19,12,1
2024-05-19,6586,453,2024-05-19 23:05:00,2024-05-20 06:38:00,61.9,53.7,34,57,128,247,18,12.8,28.4,54.7,4.1,81,70.0,84,33.7,20,18,5
2024-05-20,7571,344,2024-05-20 00:27:00,2024-05-20 06:11:00,58.9,36.9,31,40,80,219,5,11.7,23.4,63.9,0.9,89,51.0,68,57.3,10,10,1
2024-05-21,12731,444,2024-05-21 23:52:00,2024-05-22 07:16:00,68.0,42.5,87,60,100,270,12,13.6,22.7,60.8,2.9,84,56.0,74,35.5,47,21,11
2024-05-22,9947,390,2024-05-22 22:28:00,2024-05-23 04:58:00,68.2,24.0,51,70,108,224,5,18.1,27.8,57.5,-3.5,70,65.0,94,63.3,19,22,6
2024-05-23,6617,445,2024-05-23 23:25:00,2024-05-24 06:50:00,51.0,55.9,28,86,82,272,5,19.3,18.5,61.3,0.9,75,76.0,74,69.7,16,11,3
2024-05-24,10313,385,2024-05-24 23:24:00,2024-05-25 05:49:00,58.0,42.4,53,58,115,203,6,15.3,30.1,52.9,1.7,72,,84,39.1,20,20,5
2024-05-25,4050,338,2024-05-25 23:11:00,2024-05-26 04:49:00,61.3,54.7,20,47,70,166,53,14.0,20.9,49.2,15.9,69,66.0,67,72.6,19,3,1
2024-05-26,7574,346,2024-05-26 23:04:00,2024-05-27 04:50:00,66.7,47.5,39,60,59,195,30,17.4,17.1,56.6,8.9,68,79.0,83,52.3,23,13,8
2024-05-27,11317,422,2024-05-27 23:33:00,2024-05-28 06:35:00,62.2,42.8,40,33,103,230,53,7.9,24.6,54.7,12.8,91,66.0,68,59.8,12,14,8
2024-05-28,7358,431,2024-05-28 23:47:00,2024-05-29 06:58:00,58.6,25.9,49,51,88,232,58,11.8,20.5,54.0,13.7,78,85.0,52,23.8,24,16,10
2024-05-29,10926,379,2024-05-29 00:36:00,2024-05-29 06:55:00,65.5,28.0,68,30,114,231,5,8.0,30.1,61.1,0.8,76,83.0,74,54.6,31,18,10
2024-05-30,9825,448,2024-05-30 23:14:00,2024-05-31 06:42:00,60.9,15.0,63,52,90,250,54,11.8,20.3,55.8,12.1,81,72.0,69,36.5,28,30,9
2024-05-31,10644,345,2024-05-31 22:43:00,2024-06-01 04:28:00,61.4,38.2,56,43,80,194,26,12.7,23.3,56.3,7.7,82,79.0,55,59.5,28,22,10
2024-06-01,9793,417,2024-06-01 23:35:00,2024-06-02 06:32:00,61.9,72.3,55,81,67,222,45,19.4,16.3,53.4,10.9,86,78.0,77,79.3,22,20,5
2024-06-02,5509,365,2024-06-02 23:14:00,2024-06-03 05:19:00,64.9,29.5,18,24,92,216,31,6.7,25.3,59.4,8.6,72,69.0,64,55.8,12,10,4
2024-06-03,7492,390,2024-06-03 22:42:00,2024-06-04 05:12:00,60.5,15.0,45,53,73,228,34,13.7,18.9,58.5,8.9,81,80.0,100,32.0,26,17,9
2024-06-04,7220,422,2024-06-04 23:47:00,2024-06-05 06:49:00,65.4,56.6,38,71,104,250,5,16.9,24.8,59.4,-1.0,70,82.0,57,62.5,20,11,3
2024-06-05,7368,381,2024-06-05 22:22:00,2024-06-06 04:43:00,61.6,73.4,32,61,77,200,41,16.2,20.3,52.5,11.0,76,62.0,60,58.0,15,14,7
2024-06-06,8845,402,2024-06-06 23:05:00,2024-06-07 05:47:00,56.7,48.6,52,77,55,247,21,19.4,13.8,61.5,5.3,78,73.0,85,91.2,29,20,11
2024-06-07,9682,465,2024-06-07 23:45:00,2024-06-08 07:30:00,61.8,48.5,57,71,104,298,5,15.5,22.5,64.2,-2.2,79,73.0,73,55.1,32,18,10
2024-06-08,6553,394,2024-06-08 23:49:00,2024-06-09 06:23:00,56.9,41.3,33,63,88,233,9,16.1,22.3,59.2,2.3,78,80.0,85,38.3,18,13,6
2024-06-09,7654,457,2024-06-09 23:43:00,2024-06-10 07:20:00,62.2,23.5,42,43,116,232,60,9.5,25.5,51.0,14.0,84,67.0,79,65.4,14,13,4
2024-06-10,9026,369,2024-06-10 21:58:00,2024-06-11 04:07:00,66.1,,34,44,104,188,32,12.0,28.2,51.0,8.8,73,66.0,68,47.4,13,12,7
2024-06-11,11907,443,2024-06-11 23:42:00,2024-06-12 07:05:00,56.6,41.2,71,42,131,235,33,9.7,29.6,53.1,7.6,79,73.0,58,51.6,34,26,8
2024-06-12,8470,484,2024-06-12 23:44:00,2024-06-13 07:48:00,63.8,38.9,33,80,123,252,27,16.7,25.5,52.2,5.6,71,83.0,87,31.4,9,15,5
2024-06-13,14440,308,2024-06-13 00:20:00,2024-06-13 05:28:00,57.9,43.6,65,49,71,168,19,16.0,23.1,54.6,6.2,100,60.0,59,47.6,33,20,10
2024-06-14,10251,384,2024-06-14 22:22:00,2024-06-15 04:46:00,63.0,55.0,51,61,62,223,36,15.9,16.3,58.2,9.6,70,61.0,81,50.6,32,18,1
2024-06-15,4285,445,2024-06-15 23:42:00,2024-06-16 07:07:00,66.3,38.0,32,54,101,251,37,12.4,22.8,56.4,8.4,72,66.0,86,47.4,22,17,5
2024-06-16,3858,410,2024-06-16 23:54:00,2024-06-17 06:44:00,51.4,55.2,30,49,93,229,37,12.1,22.9,56.0,9.0,85,68.0,73,38.2,18,9,9
2024-06-17,9964,436,2024-06-17 00:15:00,2024-06-17 07:31:00,56.4,38.1,49,68,92,234,40,15.6,21.2,53.8,9.4,74,54.0,71,55.8,28,17,3
2024-06-18,8553,392,2024-06-18 22:46:00,2024-06-19 05:18:00,60.2,57.5,50,50,96,214,30,13.0,24.5,54.6,7.8,85,86.0,63,31.5,36,23,7
2024-06-19,10428,423,2024-06-19 23:52:00,2024-06-20 06:55:00,63.6,46.0,35,50,112,249,10,11.9,26.5,59.0,2.6,79,70.0,80,26.8,21,14,1
2024-06-20,9946,412,2024-06-20 23:59:00,2024-06-21 06:51:00,61.2,39.8,42,55,77,185,60,13.5,18.7,44.9,22.9,74,69.0,40,64.2,25,10,4
2024-06-21,8854,472,2024-06-21 23:14:00,2024-06-22 07:06:00,61.8,45.8,37,61,88,259,60,13.0,18.7,54.9,13.4,71,88.0,83,62.4,11,10,1
2024-06-22,4306,431,2024-06-22 22:24:00,2024-06-23 05:35:00,72.2,41.5,34,53,92,243,41,12.4,21.4,56.4,9.7,71,79.0,76,23.8,23,13,5
2024-06-23,2970,435,2024-06-23 23:35:00,2024-06-24 06:50:00,55.9,46.4,21,49,84,256,44,11.3,19.5,58.9,10.2,74,66.0,72,13.4,12,8,4
2024-06-24,8106,401,2024-06-24 23:10:00,2024-06-25 05:51:00,67.7,54.1,42,65,61,200,60,16.3,15.4,49.9,18.3,76,73.0,77,29.8,20,15,7
2024-06-25,10712,398,2024-06-25 22:50:00,2024-06-26 05:28:00,60.3,44.0,56,78,71,197,50,19.7,18.0,49.7,12.6,71,71.0,58,47.4,26,26,6
2024-06-26,9428,400,2024-06-26 23:14:00,2024-06-27 05:54:00,64.7,,62,59,68,231,40,14.9,17.1,57.9,10.1,77,86.0,46,73.1,28,19,8
2024-06-27,6508,437,2024-06-27 22:03:00,2024-06-28 05:20:00,72.6,31.5,30,68,117,198,52,15.7,26.8,45.5,12.0,69,70.0,80,46.9,21,10,5
2024-06-28,9346,401,2024-06-28 23:20:00,2024-06-29 06:01:00,65.4,52.0,33,66,115,247,5,16.6,28.8,61.7,-7.1,84,57.0,90,34.6,16,5,3
2024-06-29,6770,433,2024-06-29 21:12:00,2024-06-30 04:25:00,63.9,49.2,44,69,76,243,43,16.1,17.6,56.1,10.1,85,53.0,54,53.0,19,18,3
2024-06-30,4232,513,2024-06-30 22:21:00,2024-07-01 06:54:00,70.0,30.8,22,63,124,322,5,12.5,24.2,62.8,0.6,72,86.0,62,47.7,7,5,2
2024-07-01,9307,459,2024-07-01 23:18:00,2024-07-02 06:57:00,67.6,55.0,56,92,117,227,21,20.2,25.5,49.6,4.8,71,64.0,84,22.4,28,22,6
2024-07-02,9116,405,2024-07-02 00:33:00,2024-07-02 07:18:00,58.0,30.6,45,51,64,213,60,12.7,16.0,52.8,18.4,79,78.0,79,22.5,20,18,7
2024-07-03,6714,474,2024-07-03 22:13:00,2024-07-04 06:07:00,63.5,57.4,25,80,107,203,60,16.9,22.6,43.0,17.5,88,72.0,100,23.0,9,15,6
2024-07-04,9715,401,2024-07-04 22:03:00,2024-07-05 04:44:00,53.4,,52,66,128,204,5,16.6,32.1,51.0,0.3,89,67.0,87,99.6,19,20,12
2024-07-05,10121,328,2024-07-05 00:47:00,2024-07-05 06:15:00,59.3,50.0,50,29,81,177,39,9.1,24.7,54.1,12.1,66,69.0,85,67.2,29,16,8
2024-07-06,8166,374,2024-07-06 21:52:00,2024-07-07 04:06:00,63.6,40.5,42,52,78,168,60,13.9,21.0,45.2,19.9,86,87.0,65,38.1,20,16,7
2024-07-07,8107,335,2024-07-07 21:51:00,2024-07-08 03:26:00,59.0,51.9,56,50,66,177,40,15.2,19.8,53.0,12.0,77,57.0,81,72.2,22,17,7
2024-07-08,6244,404,2024-07-08 23:45:00,2024-07-09 06:29:00,63.4,57.9,20,62,56,182,60,15.4,13.9,45.1,25.6,77,68.0,92,38.6,8,7,1
2024-07-09,7124,420,2024-07-09 22:26:00,2024-07-10 05:26:00,61.9,52.1,38,66,100,225,27,15.9,23.9,53.7,6.5,82,81.0,73,71.5,21,12,8
2024-07-10,10030,495,2024-07-10 22:28:00,2024-07-11 06:43:00,64.7,37.0,41,85,147,300,5,17.3,29.8,60.7,-7.8,74,59.0,73,51.6,20,14,5
2024-07-11,10027,434,2024-07-11 23:46:00,2024-07-12 07:00:00,59.9,48.2,24,65,81,237,49,15.0,18.7,54.8,11.5,86,85.0,76,36.8,12,5,3
2024-07-12,10030,410,2024-07-12 23:27:00,2024-07-13 06:17:00,,58.6,49,65,58,259,26,16.1,14.3,63.3,6.4,89,80.0,67,63.6,24,18,9
2024-07-13,13705,457,2024-07-13 22:34:00,2024-07-14 06:11:00,69.4,71.4,68,67,88,269,31,14.9,19.3,58.9,6.9,89,74.0,78,52.8,27,26,9
2024-07-14,7141,320,2024-07-14 22:07:00,2024-07-15 03:27:00,59.5,42.5,41,38,81,197,5,11.9,25.5,61.7,0.8,63,66.0,77,58.0,25,9,9
2024-07-15,11271,430,2024-07-15 23:15:00,2024-07-16 06:25:00,65.3,,54,64,87,220,57,15.1,20.3,51.2,13.4,76,57.0,92,54.3,18,16,9
2024-07-16,10908,454,2024-07-16 23:41:00,2024-07-17 07:15:00,69.2,58.6,39,78,84,231,58,17.2,18.7,51.1,13.0,62,79.0,72,54.1,21,14,6
2024-07-17,10302,353,2024-07-17 22:35:00,2024-07-18 04:28:00,62.8,35.3,43,64,77,200,10,18.3,22.1,56.7,2.9,71,99.0,83,66.0,24,8,5
2024-07-18,8369,471,2024-07-18 00:29:00,2024-07-18 08:20:00,57.7,66.4,55,78,107,221,60,16.6,22.9,47.1,13.4,58,73.0,73,101.7,26,24,9
2024-07-19,10517,435,2024-07-19 22:17:00,2024-07-20 05:32:00,61.1,32.2,44,82,71,249,31,19.0,16.4,57.4,7.2,81,53.0,82,75.0,23,13,5
2024-07-20,4454,401,2024-07-20 21:01:00,2024-07-21 03:42:00,67.1,54.7,38,65,84,214,37,16.3,21.1,53.4,9.2,79,76.0,71,54.4,17,10,6
2024-07-21,5526,448,2024-07-21 22:48:00,2024-07-22 06:16:00,63.0,48.7,38,78,89,276,5,17.6,20.0,61.6,0.7,74,80.0,81,43.8,20,12,5
2024-07-22,8029,522,2024-07-22 22:12:00,2024-07-23 06:54:00,56.0,45.7,36,92,101,304,22,17.8,19.4,58.4,4.4,71,62.0,83,46.0,22,13,7
2024-07-23,9163,428,2024-07-23 23:03:00,2024-07-24 06:11:00,65.0,75.6,38,61,76,258,31,14.3,17.9,60.5,7.3,80,65.0,62,24.9,15,11,5
2024-07-24,13629,431,2024-07-24 22:25:00,2024-07-25 05:36:00,65.8,41.4,78,74,111,220,25,17.2,25.8,51.2,5.8,69,64.0,88,63.3,42,30,15
2024-07-25,5265,399,2024-07-25 23:24:00,2024-07-26 06:03:00,60.2,41.2,23,48,77,240,32,12.2,19.4,60.2,8.2,69,66.0,73,29.7,19,9,2
2024-07-26,10372,381,2024-07-26 22:29:00,2024-07-27 04:50:00,65.1,61.0,36,61,53,237,29,16.0,14.0,62.2,7.7,68,70.0,69,42.6,19,10,4
2024-07-27,2774,457,2024-07-27 00:10:00,2024-07-27 07:47:00,,54.1,19,76,105,250,24,16.7,23.1,54.8,5.4,76,63.0,66,63.4,6,5,3
2024-07-28,5056,381,2024-07-28 22:06:00,2024-07-29 04:27:00,61.0,60.4,29,69,94,195,21,18.2,24.9,51.3,5.6,73,59.0,78,45.3,25,5,6
2024-07-29,11177,423,2024-07-29 23:30:00,2024-07-30 06:33:00,55.5,46.4,67,73,79,217,52,17.5,18.8,51.4,12.3,74,73.0,74,40.2,33,19,12
2024-07-30,9128,398,2024-07-30 23:43:00,2024-07-31 06:21:00,67.4,48.8,49,72,78,243,5,18.2,19.8,61.2,0.9,82,70.0,79,26.1,25,18,7
2024-07-31,6844,441,2024-07-31 23:09:00,2024-08-01 06:30:00,65.8,67.8,28,64,85,301,5,14.7,19.4,68.4,-2.5,85,67.0,79,74.1,15,7,4
2024-08-01,7569,435,2024-08-01 23:38:00,2024-08-02 06:53:00,64.9,35.0,50,60,89,217,60,14.0,20.6,50.1,15.3,89,72.0,82,33.3,27,22,8
2024-08-02,10359,466,2024-08-02 23:12:00,2024-08-03 06:58:00,69.7,43.8,65,66,123,231,45,14.2,26.4,49.7,9.7,78,,100,38.3,30,22,7
2024-08-03,4539,397,2024-08-03 23:30:00,2024-08-04 06:07:00,66.7,54.6,25,62,85,236,12,15.8,21.5,59.6,3.1,80,74.0,75,14.2,13,4,5
2024-08-04,6432,407,2024-08-04 23:06:00,2024-08-05 05:53:00,65.4,42.6,32,38,103,208,56,9.6,25.4,51.2,13.8,79,67.0,66,49.6,20,7,2
2024-08-05,9091,375,2024-08-05 23:55:00,2024-08-06 06:10:00,50.9,38.2,32,71,67,225,10,19.0,18.1,60.1,2.8,64,74.0,50,43.3,14,14,2
2024-08-06,7696,400,2024-08-06 23:48:00,2024-08-07 06:28:00,68.0,52.4,32,60,81,229,28,15.1,20.5,57.3,7.1,75,75.0,60,53.6,13,10,4
2024-08-07,13287,436,2024-08-07 22:41:00,2024-08-08 05:57:00,62.4,61.0,74,59,112,239,24,13.8,25.8,54.9,5.5,75,83.0,89,26.5,35,28,10
2024-08-08,10267,454,2024-08-08 00:41:00,2024-08-08 08:15:00,63.6,43.3,45,33,85,259,60,7.4,18.8,57.2,16.6,73,73.0,83,64.7,17,14,8
2024-08-09,4949,378,2024-08-09 22:55:00,2024-08-10 05:13:00,63.6,43.0,10,56,98,215,8,14.9,26.0,56.9,2.2,77,82.0,58,13.2,1,1,2
2024-08-10,6372,459,2024-08-10 00:35:00,2024-08-10 08:14:00,,37.2,66,66,89,248,55,14.4,19.5,54.1,12.0,76,68.0,100,48.2,29,26,10
2024-08-11,4676,481,2024-08-11 22:19:00,2024-08-12 06:20:00,67.6,41.4,8,59,99,222,60,12.3,20.7,46.2,20.8,70,69.0,78,52.3,3,0,0
2024-08-12,10704,438,2024-08-12 21:03:00,2024-08-13 04:21:00,65.2,58.0,76,56,125,244,10,13.0,28.7,55.9,2.4,76,71.0,80,51.2,42,28,11
2024-08-13,7414,504,2024-08-13 23:53:00,2024-08-14 08:17:00,64.4,,33,75,102,316,9,14.9,20.3,62.9,2.0,72,,100,53.2,23,10,4
2024-08-14,8770,385,2024-08-14 22:06:00,2024-08-15 04:31:00,63.2,35.3,43,50,86,180,60,13.2,22.6,47.0,17.2,57,78.0,95,65.8,21,17,6
2024-08-15,10009,363,2024-08-15 23:53:00,2024-08-16 05:56:00,50.0,48.1,43,60,88,182,31,16.7,24.5,50.2,8.6,66,73.0,84,76.5,23,20,5
2024-08-16,10731,339,2024-08-16 22:00:00,2024-08-17 03:39:00,60.6,57.6,61,43,77,193,24,12.8,22.9,57.1,7.2,78,59.0,84,46.9,31,20,10
2024-08-17,3599,487,2024-08-17 22:43:00,2024-08-18 06:50:00,57.3,38.3,3,75,112,268,30,15.5,23.0,55.2,6.3,86,78.0,86,30.6,0,0,0
2024-08-18,5330,449,2024-08-18 21:55:00,2024-08-19 05:24:00,68.1,29.1,8,83,97,256,11,18.5,21.8,57.1,2.6,58,,72,61.2,0,4,2
2024-08-19,8050,417,2024-08-19 22:44:00,2024-08-20 05:41:00,65.1,71.3,56,62,70,214,60,14.9,16.8,51.5,16.8,71,62.0,78,44.4,31,16,9
2024-08-20,7693,432,2024-08-20 21:41:00,2024-08-21 04:53:00,59.7,28.5,30,69,101,262,5,16.1,23.4,60.8,-0.3,81,60.0,81,75.3,19,15,3
2024-08-21,12530,369,2024-08-21 21:46:00,2024-08-22 03:55:00,60.2,40.7,70,58,70,203,36,15.9,19.1,55.2,9.8,85,71.0,73,38.0,39,28,8
2024-08-22,9809,530,2024-08-22 23:58:00,2024-08-23 08:48:00,60.0,,38,79,133,309,7,15.0,25.1,58.5,1.4,74,84.0,63,32.8,18,10,6
2024-08-23,6478,425,2024-08-23 23:12:00,2024-08-24 06:17:00,59.9,,39,62,116,240,5,14.8,27.5,56.6,1.1,72,62.0,71,52.9,9,8,3
2024-08-24,7835,424,2024-08-24 23:54:00,2024-08-25 06:58:00,,44.1,56,56,62,236,60,13.3,14.8,55.9,16.1,87,88.0,63,15.2,22,16,10
2024-08-25,10244,452,2024-08-25 22:21:00,2024-08-26 05:53:00,53.7,51.9,45,69,124,262,5,15.5,27.5,58.1,-1.1,84,81.0,75,40.7,18,12,6
2024-08-26,11064,441,2024-08-26 22:53:00,2024-08-27 06:14:00,62.1,16.3,35,62,89,246,42,14.2,20.4,55.9,9.6,84,57.0,53,43.4,20,14,5
2024-08-27,5961,430,2024-08-27 22:20:00,2024-08-28 05:30:00,67.4,29.8,46,84,92,210,42,19.6,21.5,49.0,9.8,74,68.0,79,54.4,21,20,7
2024-08-28,8031,384,2024-08-28 22:21:00,2024-08-29 04:45:00,59.3,45.5,49,66,70,232,14,17.4,18.4,60.4,3.8,86,61.0,55,30.1,32,19,8
2024-08-29,11533,441,2024-08-29 00:27:00,2024-08-29 07:48:00,63.5,40.1,52,46,100,260,33,10.6,22.8,59.1,7.5,62,78.0,70,32.4,33,17,7
2024-08-30,7584,504,2024-08-30 23:08:00,2024-08-31 07:32:00,65.7,46.6,35,54,112,224,60,10.8,22.3,44.5,22.5,87,62.0,81,73.1,25,13,7
2024-08-31,6887,480,2024-08-31 22:25:00,2024-09-01 06:25:00,57.0,,23,70,126,248,35,14.6,26.3,51.7,7.4,77,55.0,84,49.7,6,5,2
2024-09-01,7549,491,2024-09-01 23:08:00,2024-09-02 07:19:00,61.9,19.6,51,67,93,295,34,13.8,19.0,60.2,6.9,79,68.0,83,67.3,27,21,9
2024-09-02,7146,396,2024-09-02 23:14:00,2024-09-03 05:50:00,58.7,60.3,30,57,113,181,43,14.5,28.6,45.9,11.0,70,83.0,78,39.2,12,11,2
2024-09-03,8880,375,2024-09-03 21:09:00,2024-09-04 03:24:00,70.0,39.0,30,63,92,223,5,17.0,24.7,59.7,-1.3,63,70.0,61,48.9,16,12,5
2024-09-04,2517,414,2024-09-04 22:23:00,2024-09-05 05:17:00,69.8,34.6,14,66,92,224,30,15.9,22.4,54.3,7.4,78,75.0,86,54.3,2,2,1
2024-09-05,6951,422,2024-09-05 22:57:00,2024-09-06 05:59:00,57.0,47.5,26,67,89,260,5,15.9,21.3,61.7,1.1,82,76.0,61,85.0,19,8,1
2024-09-06,8494,469,2024-09-06 22:56:00,2024-09-07 06:45:00,63.9,46.3,32,90,97,257,22,19.3,20.8,55.0,4.9,83,56.0,88,45.6,12,13,5
2024-09-07,3504,343,2024-09-07 22:41:00,2024-09-08 04:24:00,67.3,59.4,13,37,72,176,57,10.8,21.0,51.4,16.7,82,63.0,82,46.7,0,8,1
2024-09-08,9264,488,2024-09-08 00:07:00,2024-09-08 08:15:00,66.2,48.3,47,74,110,275,26,15.3,22.7,56.5,5.5,80,72.0,91,72.0,33,14,3
2024-09-09,6139,412,2024-09-09 23:23:00,2024-09-10 06:15:00,62.4,58.9,16,54,87,225,44,13.3,21.2,54.8,10.7,70,66.0,75,42.4,10,7,0
2024-09-10,8119,400,2024-09-10 22:15:00,2024-09-11 04:55:00,68.5,33.7,54,77,77,203,41,19.3,19.4,50.9,10.3,84,89.0,65,55.7,21,16,7
2024-09-11,9261,374,2024-09-11 23:48:00,2024-09-12 06:02:00,57.5,46.7,53,31,84,247,10,8.4,22.7,66.1,2.8,69,59.0,59,70.2,25,24,11
2024-09-12,11882,345,2024-09-12 00:25:00,2024-09-12 06:10:00,60.5,31.6,55,29,64,172,60,8.5,18.7,50.1,22.7,86,62.0,60,38.5,24,18,8
2024-09-13,6128,457,2024-09-13 23:26:00,2024-09-14 07:03:00,57.6,46.2,21,72,106,200,60,15.9,23.3,43.8,17.0,77,74.0,55,56.8,10,9,1
2024-09-14,8326,423,2024-09-14 23:36:00,2024-09-15 06:39:00,65.9,43.6,40,77,89,266,5,18.4,21.1,62.9,-2.4,77,65.0,86,84.9,24,14,8
2024-09-15,6020,361,2024-09-15 22:03:00,2024-09-16 04:04:00,59.1,43.1,39,62,89,188,20,17.3,24.8,52.1,5.8,84,43.0,87,68.4,22,21,7
2024-09-16,7036,361,2024-09-16 23:49:00,2024-09-17 05:50:00,61.1,,42,45,93,193,28,12.6,26.0,53.5,7.9,86,91.0,81,55.7,22,15,8
2024-09-17,9924,404,2024-09-17 23:23:00,2024-09-18 06:07:00,65.1,53.8,60,78,104,214,5,19.5,26.0,53.2,1.3,84,61.0,74,45.5,30,19,10
2024-09-18,9398,495,2024-09-18 23:18:00,2024-09-19 07:33:00,65.5,25.7,42,55,115,258,60,11.3,23.3,52.2,13.3,71,77.0,99,37.9,26,16,8
2024-09-19,7799,408,2024-09-19 23:35:00,2024-09-20 06:23:00,57.5,34.2,9,77,96,208,25,18.9,23.7,51.2,6.2,84,59.0,73,30.2,0,5,2
2024-09-20,9139,352,2024-09-20 23:59:00,2024-09-21 05:51:00,67.3,44.5,58,41,72,176,60,11.7,20.7,50.0,17.6,71,63.0,77,80.2,25,19,7
2024-09-21,5229,408,2024-09-21 22:38:00,2024-09-22 05:26:00,64.3,30.9,24,56,100,225,24,13.9,24.7,55.3,6.0,84,55.0,74,76.3,7,5,0
2024-09-22,6227,407,2024-09-22 23:09:00,2024-09-23 05:56:00,,45.6,37,68,102,215,20,16.9,25.2,53.0,4.9,66,64.0,70,36.9,23,11,4
2024-09-23,10324,298,2024-09-23 23:24:00,2024-09-24 04:22:00,55.4,44.4,68,31,46,174,44,10.6,15.7,58.7,15.0,77,65.0,82,56.8,30,26,12
2024-09-24,12172,417,2024-09-24 00:17:00,2024-09-24 07:14:00,61.9,28.2,85,80,98,239,5,19.4,23.5,57.4,-0.3,71,70.0,67,52.2,36,24,11
2024-09-25,6524,409,2024-09-25 22:18:00,2024-09-26 05:07:00,66.3,27.6,26,56,112,205,33,13.9,27.5,50.4,8.2,84,68.0,66,73.7,15,8,3
2024-09-26,13266,451,2024-09-26 00:35:00,2024-09-26 08:06:00,66.4,15.0,67,69,92,250,38,15.4,20.6,55.5,8.5,86,57.0,83,57.7,28,26,7
2024-09-27,5095,503,2024-09-27 23:09:00,2024-09-28 07:32:00,63.8,30.4,39,92,99,266,44,18.5,19.7,52.9,8.9,79,66.0,69,49.5,17,13,4
2024-09-28,5696,470,2024-09-28 22:32:00,2024-09-29 06:22:00,62.2,45.2,20,59,95,235,60,12.6,20.3,50.0,17.0,79,86.0,76,39.2,21,13,2
2024-09-29,7176,407,2024-09-29 22:54:00,2024-09-30 05:41:00,64.6,,30,74,65,237,30,18.2,16.0,58.4,7.4,83,85.0,70,56.8,18,5,5
2024-09-30,9561,370,2024-09-30 22:49:00,2024-10-01 04:59:00,57.7,47.4,41,73,83,201,11,19.9,22.5,54.4,3.2,86,76.0,74,43.0,19,11,5
2024-10-01,7754,535,2024-10-01 23:04:00,2024-10-02 07:59:00,70.4,35.7,38,69,118,283,60,13.0,22.1,53.0,11.9,78,78.0,66,54.4,18,6,4
2024-10-02,8583,422,2024-10-02 23:46:00,2024-10-03 06:48:00,70.4,44.8,40,80,96,214,31,19.1,22.8,50.7,7.4,74,92.0,67,48.5,24,19,7
2024-10-03,8013,420,2024-10-03 22:48:00,2024-10-04 05:48:00,64.1,49.8,34,40,99,209,60,9.7,23.7,49.9,16.8,83,77.0,65,42.6,20,9,5
2024-10-04,7821,418,2024-10-04 22:34:00,2024-10-05 05:32:00,63.0,,29,67,78,271,5,16.2,18.8,64.9,0.1,63,78.0,85,30.5,14,4,5
2024-10-05,7699,428,2024-10-05 00:43:00,2024-10-05 07:51:00,59.9,46.5,46,48,98,242,38,11.3,23.1,56.7,8.9,85,56.0,77,60.3,23,14,9
2024-10-06,6714,413,2024-10-06 00:33:00,2024-10-06 07:26:00,64.6,52.9,46,73,98,204,36,17.8,23.8,49.5,8.9,72,60.0,86,50.9,15,11,5
2024-10-07,7614,394,2024-10-07 23:32:00,2024-10-08 06:06:00,58.5,39.1,52,69,78,222,23,17.6,20.0,56.4,5.9,76,71.0,87,85.7,17,16,7
2024-10-08,10799,395,2024-10-08 23:54:00,2024-10-09 06:29:00,50.9,57.7,49,83,93,238,5,21.2,23.7,60.3,-5.2,85,63.0,69,29.4,23,17,8
2024-10-09,9614,418,2024-10-09 23:20:00,2024-10-10 06:18:00,50.0,39.4,56,80,93,233,10,19.3,22.3,55.8,2.6,74,62.0,85,62.5,24,22,6
2024-10-10,10625,395,2024-10-10 23:16:00,2024-10-11 05:51:00,,34.7,55,57,76,244,16,14.5,19.5,61.9,4.2,83,63.0,74,48.3,30,18,8
2024-10-11,10259,387,2024-10-11 22:21:00,2024-10-12 04:48:00,62.8,51.7,45,45,89,182,60,11.8,23.1,47.3,17.8,87,57.0,73,92.0,23,15,6
2024-10-12,4342,424,2024-10-12 22:47:00,2024-10-13 05:51:00,63.7,69.4,29,70,88,190,60,16.7,20.8,45.0,17.4,78,64.0,90,61.0,10,8,9
2024-10-13,4879,408,2024-10-13 21:36:00,2024-10-14 04:24:00,59.6,46.0,18,60,101,229,16,14.8,24.8,56.3,4.1,80,75.0,81,56.5,9,1,2
2024-10-14,10494,487,2024-10-14 23:14:00,2024-10-15 07:21:00,62.7,52.6,48,95,102,274,14,19.7,21.0,56.4,2.9,77,89.0,70,48.4,21,11,9
2024-10-15,10220,300,2024-10-15 23:34:00,2024-10-16 04:34:00,60.6,38.9,37,25,50,114,60,8.5,16.8,38.3,36.4,78,79.0,80,35.9,28,11,7
